	fasta	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_id	cazy_hits	heme_regulatory_motif_count
MAG1_MAG1_45_33	MAG1	C	K24872	heptaprenylglycerol acetyltransferase [EC:2.3.1.-]								Hexapeptide repeat of succinyl-transferase [PF14602.9]			0
MAG1_MAG1_45_32	MAG1	C	K06019	pyrophosphatase PpaX [EC:3.6.1.1]								Haloacid dehalogenase-like hydrolase [PF13419.9]; haloacid dehalogenase-like hydrolase [PF00702.29]; HAD-hyrolase-like [PF13242.9]; haloacid dehalogenase-like hydrolase [PF12710.10]			0
MAG1_MAG1_45_31	MAG1	C	K13292	phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]								Prolipoprotein diacylglyceryl transferase [PF01790.21]			0
MAG1_MAG1_45_30	MAG1	C	K06023	HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-]								HPr Serine kinase N terminus [PF02603.19]; HPr Serine kinase C-terminal domain [PF07475.15]			0
MAG1_MAG1_45_3	MAG1	C	K02836	peptide chain release factor 2								PCRF domain [PF03462.21]; RF-1 domain [PF00472.23]			0
MAG1_MAG1_45_29	MAG1	C	K01443	N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25]	MER0870400	M38	MER0870400 - family M38 non-peptidase homologues (Bacillus subtilis) [M38.UNW]#M38#{peptidase unit: 23-370}~source A0A0A0U1K4~	True	0.976	718.0	8.737e-233	Amidohydrolase family [PF01979.23]	CE9	CE9 N-acetylglucosamine 6-phosphate deacetylase (EC 3.5.1.25); N-acetylgalactosamine 6-phosphate deacetylase (EC 3.5.1.80)	0
MAG1_MAG1_45_28	MAG1	C	K02564	glucosamine-6-phosphate deaminase [EC:3.5.99.6]								Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase [PF01182.23]			0
MAG1_MAG1_45_27	MAG1	C	K24967	GntR family transcriptional regulator, N-acetylglucosamine utilization regulator								UTRA domain [PF07702.16]; Bacterial regulatory proteins, gntR family [PF00392.24]			0
MAG1_MAG1_45_26	MAG1	C	K18939	TetR/AcrR family transcriptional regulator, lmrAB and yxaGH operons repressor								Bacterial regulatory proteins, tetR family [PF00440.26]			0
MAG1_MAG1_45_24	MAG1	C	K08972	putative membrane protein								Mycobacterial 4 TMS phage holin, superfamily IV [PF04020.16]			0
MAG1_MAG1_45_23	MAG1	C	K03973	phage shock protein C								PspC domain [PF04024.15]			0
MAG1_MAG1_45_22	MAG1	C	K11621	lia operon protein LiaG											0
MAG1_MAG1_45_2	MAG1	C	K03070	preprotein translocase subunit SecA [EC:7.4.2.8]								SecA DEAD-like domain [PF07517.17]; SecA Wing and Scaffold domain [PF07516.16]; SecA preprotein cross-linking domain [PF01043.23]; SEC-C motif [PF02810.18]			0
MAG1_MAG1_45_19	MAG1	C	K03701	excinuclease ABC subunit A								UvrA interaction domain [PF17760.4]; UvrA DNA-binding domain [PF17755.4]; ABC transporter [PF00005.30]			1
MAG1_MAG1_45_18	MAG1	C	K03702	excinuclease ABC subunit B								Type III restriction enzyme, res subunit [PF04851.18]; UvrB interaction domain [PF17757.4]; Ultra-violet resistance protein B [PF12344.11]; Helicase conserved C-terminal domain [PF00271.34]			0
MAG1_MAG1_45_16	MAG1	C	K22579	rifampicin phosphotransferase [EC:2.7.9.6]								Pyruvate phosphate dikinase, AMP/ATP-binding domain [PF01326.22]; PEP-utilising enzyme, mobile domain [PF00391.26]			0
MAG1_MAG1_45_1	MAG1	C	K05808	putative sigma-54 modulation protein								Sigma 54 modulation/S30EA ribosomal protein C terminus [PF16321.8]; Sigma 54 modulation protein / S30EA ribosomal protein [PF02482.22]			0
MAG1_MAG1_44_3	MAG1	C	K10773	endonuclease III [EC:4.2.99.18]								HhH-GPD superfamily base excision DNA repair protein [PF00730.28]; Helix-hairpin-helix motif [PF00633.26]			0
MAG1_MAG1_44_2	MAG1	C	K02086	DNA replication protein								Replication initiation and membrane attachment [PF07261.14]			0
MAG1_MAG1_44_1	MAG1	C	K01893	asparaginyl-tRNA synthetase [EC:6.1.1.22]								tRNA synthetases class II (D, K and N) [PF00152.23]			0
MAG1_MAG1_43_4	MAG1	C	K16568	exopolysaccharide production protein ExoZ								Acyltransferase family [PF01757.25]			0
MAG1_MAG1_43_2	MAG1	C	K03088	RNA polymerase sigma-70 factor, ECF subfamily								Sigma-70, region 4 [PF08281.15]; Sigma-70 region 2 [PF04542.17]; Sigma-70, region 4 [PF04545.19]; ECF sigma factor [PF07638.14]			0
MAG1_MAG1_45_5	MAG1	C	K12263	cytochrome c551								Cytochrome C oxidase, cbb3-type, subunit III [PF13442.9]; Cytochrome c [PF00034.24]			1
MAG1_MAG1_45_6	MAG1	C	K09812	cell division transport system ATP-binding protein								ABC transporter [PF00005.30]			0
MAG1_MAG1_45_7	MAG1	C	K09811	cell division transport system permease protein								FtsX extracellular domain [PF18075.4]; FtsX-like permease family [PF02687.24]			0
MAG1_MAG1_45_9	MAG1	C	K03797	carboxyl-terminal processing protease [EC:3.4.21.102]	MER0901254	S41A	MER0901254 - subfamily S41A unassigned peptidases (Bacillus sp. TH008) [S41.UPA]#S41A#{peptidase unit: 69-172, 199-366}~source A0A0F5KY52~	True	0.767	467.0	1.888e-144	Peptidase family S41 [PF03572.21]; Peptidase family M50 [PF02163.25]; PDZ domain [PF13180.9]; Putative peptidoglycan binding domain [PF01471.21]; PDZ domain [PF17820.4]; PDZ domain [PF00595.27]			0
MAG1_MAG1_49_1	MAG1	C	K21755	LysR family transcriptional regulator, salicylic acid-responsive activator of bsdBCD								Bacterial regulatory helix-turn-helix protein, lysR family [PF00126.30]			0
MAG1_MAG1_48_4	MAG1	C	K03743	nicotinamide-nucleotide amidase [EC:3.5.1.42]								Competence-damaged protein [PF02464.20]; Damage-inducible protein CinA KH domain [PF18146.4]			0
MAG1_MAG1_48_3	MAG1	C	K03553	recombination protein RecA								recA bacterial DNA recombination protein [PF00154.24]; Rad51 [PF08423.14]; KaiC [PF06745.16]			0
MAG1_MAG1_48_2	MAG1	C	K22580	teichoic acid D-alanine hydrolase [EC:3.1.1.103]	MER0028283	S12	MER0028283 - pbpX g.p. ({Bacillus subtilis}) (Bacillus amyloliquefaciens) [S12.A21]#S12#{peptidase unit: 86-389}~source EHM05040~	True	0.937	599.0	1.523e-191	Beta-lactamase [PF00144.27]			0
MAG1_MAG1_47_8	MAG1	C	K11616	malate:Na+ symporter								2-hydroxycarboxylate transporter family [PF03390.18]			0
MAG1_MAG1_47_7	MAG1	C	K00425	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]								Cytochrome bd terminal oxidase subunit I [PF01654.20]			0
MAG1_MAG1_47_6	MAG1	C	K00426	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]								Cytochrome bd terminal oxidase subunit II [PF02322.18]			0
MAG1_MAG1_47_5	MAG1	C	K16013	ATP-binding cassette, subfamily C, bacterial CydD								ABC transporter [PF00005.30]; RecF/RecN/SMC N terminal domain [PF02463.22]			0
MAG1_MAG1_47_44	MAG1	C	K01223	6-phospho-beta-glucosidase [EC:3.2.1.86]								Glycosyl hydrolase family 1 [PF00232.21]; Cellulase (glycosyl hydrolase family 5) [PF00150.21]	GH1	GH1 beta-glucosidase (EC 3.2.1.21); beta-galactosidase (EC 3.2.1.23); beta-mannosidase (EC 3.2.1.25); beta-glucuronidase (EC 3.2.1.31); beta-xylosidase (EC 3.2.1.37); beta-D-fucosidase (EC 3.2.1.38); phlorizin hydrolase (EC 3.2.1.62); exo-beta-1,4-glucanase (EC 3.2.1.74); 6-phospho-beta-galactosidase (EC 3.2.1.85); 6-phospho-beta-glucosidase (EC 3.2.1.86); strictosidine beta-glucosidase (EC 3.2.1.105); lactase (EC 3.2.1.108); amygdalin beta-glucosidase (EC 3.2.1.117); prunasin beta-glucosidase (EC 3.2.1.118); vicianin hydrolase (EC 3.2.1.119); raucaffricine beta-glucosidase (EC 3.2.1.125); thioglucosidase (EC 3.2.1.147); beta-primeverosidase (EC 3.2.1.149); isoflavonoid 7-O-beta-apiosyl-beta-glucosidase (EC 3.2.1.161); ABA-specific beta-glucosidase (EC 3.2.1.175); DIMBOA beta-glucosidase (EC 3.2.1.182); beta-glycosidase (EC 3.2.1.-); hydroxyisourate hydrolase (EC 3.-.-.-); beta-rutinosidase /alpha-L-rhamnose-(1,6)-beta-D-glucosidase (EC 3.2.1.-)	0
MAG1_MAG1_47_41	MAG1	C	K01732	pectin lyase [EC:4.2.2.10]								Pectate lyase [PF00544.22]	PL1; PL1_7; PL1_8	PL1 pectate lyase (EC 4.2.2.2); exo-pectate lyase (EC 4.2.2.9); pectin lyase (EC 4.2.2.10).	0
MAG1_MAG1_47_4	MAG1	C	K16012	ATP-binding cassette, subfamily C, bacterial CydC								ABC transporter [PF00005.30]; RecF/RecN/SMC N terminal domain [PF02463.22]			0
MAG1_MAG1_47_32	MAG1	C	K05592	ATP-dependent RNA helicase DeaD [EC:3.6.4.13]								DEAD/DEAH box helicase [PF00270.32]; Helicase conserved C-terminal domain [PF00271.34]; DbpA RNA binding domain [PF03880.18]; Type III restriction enzyme, res subunit [PF04851.18]; U3-containing 90S pre-ribosomal complex subunit [PF14617.9]			0
MAG1_MAG1_47_31	MAG1	C	K06902	MFS transporter, UMF1 family								Vacuole effluxer Atg22 like [PF11700.11]; MFS/sugar transport protein [PF13347.9]			0
MAG1_MAG1_49_3	MAG1	C	K10009	L-cystine transport system permease protein											0
MAG1_MAG1_47_30	MAG1	C	K03488	beta-glucoside operon transcriptional antiterminator								CAT RNA binding domain [PF03123.18]; PRD domain [PF00874.23]			0
MAG1_MAG1_47_28	MAG1	C	K03300	citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family											0
MAG1_MAG1_47_27	MAG1	C	K03300	citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family											0
MAG1_MAG1_47_26	MAG1	C	K03781	catalase [EC:1.11.1.6]	MER0179201	C56	MER0179201 - family C56 non-peptidase homologues (Bacillus licheniformis) [C56.UNW]#C56#{peptidase unit: 336-444}~source YP_093702~	False	0.609	130.0	5.324999999999998e-29	Catalase [PF00199.22]; C-terminal domain found in long catalases [PF18011.4]; Catalase-related immune-responsive [PF06628.15]			0
MAG1_MAG1_47_22	MAG1	C	K16323	purine nucleoside transport protein								Na+ dependent nucleoside transporter C-terminus [PF07662.16]; Na+ dependent nucleoside transporter N-terminus [PF01773.23]			0
MAG1_MAG1_47_21	MAG1	C	K00563	23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]								Methyltransferase domain [PF13847.9]; Methyltransferase domain [PF13649.9]; Methyltransferase domain [PF08241.15]; ubiE/COQ5 methyltransferase family [PF01209.21]; Methyltransferase domain [PF13489.9]; Methionine biosynthesis protein MetW [PF07021.15]			0
MAG1_MAG1_47_20	MAG1	C	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]								Cobalamin-independent synthase, Catalytic domain [PF01717.21]			0
MAG1_MAG1_47_16	MAG1	C	K01258	tripeptide aminopeptidase [EC:3.4.11.4]	MER0370534	M20B	MER0370534 - peptidase T (Bacillus sp. 916) [M20.003]#M20B#{peptidase unit: 15-409}~source ZP_10384247~	True	0.955	795.0	3.513e-259	Peptidase family M20/M25/M40 [PF01546.31]; Peptidase dimerisation domain [PF07687.17]			0
MAG1_MAG1_47_15	MAG1	C	K01784	UDP-glucose 4-epimerase [EC:5.1.3.2]								GDP-mannose 4,6 dehydratase [PF16363.8]; NAD dependent epimerase/dehydratase family [PF01370.24]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; RmlD substrate binding domain [PF04321.20]; Polysaccharide biosynthesis protein [PF02719.18]; short chain dehydrogenase [PF00106.28]; NmrA-like family [PF05368.16]; Male sterility protein [PF07993.15]; NAD(P)H-binding [PF13460.9]			0
MAG1_MAG1_47_10	MAG1	C	K10112	multiple sugar transport system ATP-binding protein [EC:7.5.2.-]								ABC transporter [PF00005.30]; MalK OB fold domain [PF17912.4]; TOBE domain [PF03459.20]; CysA C-terminal regulatory domain [PF17850.4]			0
MAG1_MAG1_46_5	MAG1	C	K02946	small subunit ribosomal protein S10								Ribosomal protein S10p/S20e [PF00338.25]			0
MAG1_MAG1_46_4	MAG1	C	K02906	large subunit ribosomal protein L3								Ribosomal protein L3 [PF00297.25]			0
MAG1_MAG1_46_3	MAG1	C	K02926	large subunit ribosomal protein L4								Ribosomal protein L4/L1 family [PF00573.25]			0
MAG1_MAG1_46_2	MAG1	C	K02892	large subunit ribosomal protein L23								Ribosomal protein L23 [PF00276.23]			0
MAG1_MAG1_47_29	MAG1	C	K01216	licheninase [EC:3.2.1.73]								Glycosyl hydrolases family 16 [PF00722.24]; Beta-glucan synthesis-associated protein SKN1/KRE6/Sbg1 [PF03935.18]	GH16; GH16_14; GH16_18; GH16_19; GH16_20; GH16_21; GH16_22; GH16_23; GH16_25; GH16_27; GH16_3; GH16_5	GH16 xyloglucan:xyloglucosyltransferase (EC 2.4.1.207); keratan-sulfate endo-1,4-beta-galactosidase (EC 3.2.1.103); endo-1,3-beta-glucanase / laminarinase (EC 3.2.1.39); endo-1,3(4)-beta-glucanase (EC 3.2.1.6); licheninase (EC 3.2.1.73); beta-agarase (EC 3.2.1.81); kappa;-carrageenase (EC 3.2.1.83); xyloglucanase (EC 3.2.1.151); endo-beta-1,3-galactanase (EC 3.2.1.181); [retaining] beta-porphyranase (EC 3.2.1.178); hyaluronidase (EC 3.2.1.35); endo-beta-1,4-galactosidase (EC 3.2.1.-); chitin beta-1,6-glucanosyltransferase (EC 2.4.1.-); beta-transglycosidase (EC 2.4.1.-); beta-glycosidase (EC 3.2.1.-); beta-carrageenase (EC 3.2.1.-)	0
MAG1_MAG1_81_5	MAG1	C	K04517	prephenate dehydrogenase [EC:1.3.1.12]								Prephenate dehydrogenase, nucleotide-binding domain [PF02153.20]; Prephenate dehydrogenase, dimerization domain [PF20463.1]			0
MAG1_MAG1_194_2	MAG1	C	K07258	serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	MER0351872	S11	MER0351872 - K15-type DD-transpeptidase (Bacillus sp. 5B6) [S11.004]#S11#{peptidase unit: 28-342}~source ZP_10043380~	True	0.923	562.0	5.9910000000000014e-180	D-alanyl-D-alanine carboxypeptidase [PF00768.23]			0
MAG1_MAG1_194_12	MAG1	C	K11752	diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]								RibD C-terminal domain [PF01872.20]; Cytidine and deoxycytidylate deaminase zinc-binding region [PF00383.26]; MafB19-like deaminase [PF14437.9]; Invertebrate-AID/APOBEC-deaminase [PF18785.4]			0
MAG1_MAG1_129_13	MAG1	C	K00887	undecaprenol kinase [EC:2.7.1.66]								Prokaryotic diacylglycerol kinase [PF01219.22]			0
MAG1_MAG1_129_12	MAG1	C	K01489	cytidine deaminase [EC:3.5.4.5]								Cytidine and deoxycytidylate deaminase zinc-binding region [PF08211.15]; Cytidine and deoxycytidylate deaminase zinc-binding region [PF00383.26]			0
MAG1_MAG1_129_11	MAG1	C	K03595	GTPase								KH domain [PF07650.20]; MnmE helical domain [PF12631.10]; 50S ribosome-binding GTPase [PF01926.26]; Elongation factor Tu GTP binding domain [PF00009.30]; Ethanolamine utilisation - propanediol utilisation [PF10662.12]; Ferrous iron transport protein B [PF02421.21]; Ras family [PF00071.25]; Dynamin family [PF00350.26]			0
MAG1_MAG1_129_1	MAG1	C	K13300	cytochrome c550								Cytochrome C oxidase, cbb3-type, subunit III [PF13442.9]			1
MAG1_MAG1_128_9	MAG1	C	K11621	lia operon protein LiaG								Putative adhesin [PF13349.9]			0
MAG1_MAG1_128_8	MAG1	C	K11622	lia operon protein LiaF								Cell wall-active antibiotics response 4TMS YvqF [PF09922.12]			0
MAG1_MAG1_128_7	MAG1	C	K11617	two-component system, NarL family, sensor histidine kinase LiaS [EC:2.7.13.3]								Histidine kinase [PF07730.16]			0
MAG1_MAG1_128_6	MAG1	C	K11618	two-component system, NarL family, response regulator LiaR								Response regulator receiver domain [PF00072.27]; Bacterial regulatory proteins, luxR family [PF00196.22]			0
MAG1_MAG1_128_5	MAG1	C	K06290	spore germination protein AC								Spore germination B3/ GerAC like, C-terminal [PF05504.14]			0
MAG1_MAG1_128_4	MAG1	C	K06289	spore germination protein AB								Spore germination protein [PF03845.16]; Transmembrane amino acid transporter protein [PF01490.21]			0
MAG1_MAG1_128_3	MAG1	C	K06288	spore germination protein AA								Bacillus/Clostridium GerA spore germination protein [PF03323.16]			0
MAG1_MAG1_128_26	MAG1	C	K02013	iron complex transport system ATP-binding protein [EC:7.2.2.-]								ABC transporter [PF00005.30]			0
MAG1_MAG1_128_24	MAG1	C	K01569	oxalate decarboxylase [EC:4.1.1.2]								Cupin [PF00190.25]; Mannose-6-phosphate isomerase [PF01050.21]; Glucose-6-phosphate isomerase (GPI) [PF06560.14]			0
MAG1_MAG1_128_18	MAG1	C	K01053	gluconolactonase [EC:3.1.1.17]								SMP-30/Gluconolactonase/LRE-like region [PF08450.15]			0
MAG1_MAG1_128_16	MAG1	C	K25034	cobalamin transport system substrate-binding protein								Periplasmic binding protein [PF01497.21]			0
MAG1_MAG1_128_15	MAG1	C	K25027	cobalamin transport system permease protein								FecCD transport family [PF01032.21]			0
MAG1_MAG1_128_14	MAG1	C	K25028	cobalamin transport system ATP-binding protein [EC:7.6.2.8]								ABC transporter [PF00005.30]			0
MAG1_MAG1_128_13	MAG1	C	K00798	cob(I)alamin adenosyltransferase [EC:2.5.1.17]								Cobalamin adenosyltransferase [PF01923.21]			0
MAG1_MAG1_128_12	MAG1	C	K08217	MFS transporter, DHA3 family, macrolide efflux protein								Transmembrane secretion effector [PF05977.16]			0
MAG1_MAG1_128_11	MAG1	C	K11619	lia operon protein LiaI											0
MAG1_MAG1_128_10	MAG1	C	K11620	lia operon protein LiaH								PspA/IM30 family [PF04012.15]			0
MAG1_MAG1_127_5	MAG1	C	K06207	GTP-binding protein								Elongation factor Tu GTP binding domain [PF00009.30]; Elongation factor G C-terminus [PF00679.27]; Elongation factor Tu domain 2 [PF03144.28]; ADP-ribosylation factor family [PF00025.24]			0
MAG1_MAG1_127_26	MAG1	C	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]								haloacid dehalogenase-like hydrolase [PF08282.15]; Sucrose-6F-phosphate phosphohydrolase [PF05116.16]; Haloacid dehalogenase-like hydrolase [PF13344.9]			0
MAG1_MAG1_127_25	MAG1	C	K01462	peptide deformylase [EC:3.5.1.88]								Polypeptide deformylase [PF01327.24]			0
MAG1_MAG1_127_20	MAG1	C	K00627	pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]								2-oxoacid dehydrogenases acyltransferase (catalytic domain) [PF00198.26]; Biotin-requiring enzyme [PF00364.25]; e3 binding domain [PF02817.20]			0
MAG1_MAG1_127_19	MAG1	C	K00382	dihydrolipoamide dehydrogenase [EC:1.8.1.4]								Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]; Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain [PF02852.25]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.30]; FAD binding domain [PF00890.27]; FAD dependent oxidoreductase [PF12831.10]; HI0933-like protein [PF03486.17]			0
MAG1_MAG1_127_17	MAG1	C	K22278	peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]								Polysaccharide deacetylase [PF01522.24]	CE4	CE4 acetyl xylan esterase (EC 3.1.1.72); chitin deacetylase (EC 3.5.1.41); chitooligosaccharide deacetylase (EC 3.5.1.-); peptidoglycan GlcNAc deacetylase (EC 3.5.1.-); peptidoglycan N-acetylmuramic acid deacetylase (EC 3.5.1.-).	0
MAG1_MAG1_129_14	MAG1	C	K07042	probable rRNA maturation factor								Endoribonuclease YbeY [PF02130.20]			0
MAG1_MAG1_127_16	MAG1	C	K01585	arginine decarboxylase [EC:4.1.1.19]								Orn/Lys/Arg decarboxylase, major domain [PF01276.23]; Orn/Lys/Arg decarboxylase, C-terminal domain [PF03711.18]; DegT/DnrJ/EryC1/StrS aminotransferase family [PF01041.20]; Aminotransferase class-V [PF00266.22]; O-phosphoseryl-tRNA(Sec) selenium transferase, SepSecS [PF05889.16]			0
MAG1_MAG1_129_15	MAG1	C	K07037	cyclic-di-AMP phosphodiesterase PgpH [EC:3.1.4.-]								7TM receptor with intracellular HD hydrolase [PF07698.14]; 7TM-HD extracellular [PF07697.14]; HD domain [PF01966.25]			0
MAG1_MAG1_129_17	MAG1	C	K06438	similar to stage IV sporulation protein								Putative stage IV sporulation protein YqfD [PF06898.14]			0
MAG1_MAG1_130_5	MAG1	C	K02199	cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE								Redoxin [PF08534.13]; AhpC/TSA family [PF00578.24]; Thioredoxin-like [PF13905.9]; Thioredoxin [PF00085.23]; Thioredoxin-like domain [PF13098.9]			0
MAG1_MAG1_130_20	MAG1	C	K21466	penicillin-binding protein H								Penicillin binding protein transpeptidase domain [PF00905.25]; Penicillin-binding Protein dimerisation domain [PF03717.18]			0
MAG1_MAG1_130_2	MAG1	C	K01449	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	MER0274317	M23B	MER0274317 - subfamily M23B non-peptidase homologues (Roseburia hominis) [M23.UNB]#M23B#{peptidase unit: 48-330}~source YP_004837606~	False	0.561	62.0	1.245e-09	Cell Wall Hydrolase [PF07486.15]			0
MAG1_MAG1_130_17	MAG1	C	K00020	3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]								NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.18]; NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase [PF14833.9]; NADP oxidoreductase coenzyme F420-dependent [PF03807.20]			0
MAG1_MAG1_130_16	MAG1	C	K03406	methyl-accepting chemotaxis protein	MER0501642	M23B	MER0501642 - subfamily M23B unassigned peptidases (Clostridium saccharobutylicum) [M23.UPB]#M23B#{peptidase unit: 361-556}~source YP_008673405~	False	0.359	116.0	1.015e-24	Methyl-accepting chemotaxis protein (MCP) signalling domain [PF00015.24]; Cache domain [PF02743.21]; Cache 3/Cache 2 fusion domain [PF17201.7]; HAMP domain [PF00672.28]			0
